player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role
Pankaj Singh,Rajasthan,2018.0,15.8,71.43,43.62,False,False,pure_bowler,7.0,5.0,16.0,1.4,43.75,tailender,10.0,15.0,322.0,0.667,7.73,powerplay_bowler
Pappu Roy,Odisha,2020.0,7.71,93.62,50.66,False,False,pure_bowler,3.0,5.0,14.0,0.6,21.43,tailender,19.0,15.0,316.0,1.267,5.87,middle_overs_bowler
Parameeswaran Sivaraman,Puducherry,2022.0,43.2,0.0,21.6,False,False,pure_batter,32.0,3.0,38.0,10.67,84.21,middle_order,,,,,,
Paras Sehrawat,Nagaland,2018.0,52.71,0.0,26.36,False,False,pure_batter,51.0,4.0,37.0,12.75,137.84,middle_order,,,,,,
Pardeep Yadav,Chandigarh,2024.0,59.19,0.0,29.6,False,False,pure_batter,27.0,1.0,19.0,27.0,142.11,middle_order,,,,,,
Paresh Patel,Odisha,2017.0,35.44,82.58,59.01,False,False,pure_bowler,15.0,2.0,16.0,7.5,93.75,middle_order,1.0,1.0,8.0,1.0,4.5,part_time_bowler
Pargat Singh,Punjab,2015.0,62.53,82.46,72.5,False,False,pure_batter,169.0,6.0,157.0,28.17,107.64,anchor_opener,2.0,2.0,18.0,1.0,5.67,part_time_bowler
Parikshit Valsangkar,Mumbai,2017.0,37.8,57.28,47.54,False,False,pure_bowler,24.0,3.0,24.0,8.0,100.0,tailender,3.0,8.0,162.0,0.375,8.11,middle_overs_bowler
Parivesh Dhar,Chhattisgarh,2020.0,0.0,79.4,39.7,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,1.0,24.0,1.0,7.25,part_time_bowler
Parmesh Vaidik,Chandigarh,2021.0,0.0,79.32,39.66,False,False,pure_bowler,,,,,,,2.0,2.0,42.0,1.0,10.0,part_time_bowler
Parth Bhut,Saurashtra,2023.0,0.0,67.14,33.57,False,False,pure_bowler,,,,,,,3.0,5.0,84.0,0.6,7.71,middle_overs_bowler
Parth Chauhan,Saurashtra,2022.0,56.59,60.77,58.68,False,False,pure_bowler,76.0,6.0,51.0,12.67,149.02,finisher,2.0,4.0,42.0,0.5,9.71,part_time_bowler
Parth Kohli,Baroda,2021.0,39.66,0.0,19.83,False,False,pure_batter,59.0,3.0,63.0,19.67,93.65,middle_order,,,,,,
Parth Sahani,Madhya Pradesh,2023.0,59.96,60.38,60.17,True,False,batting_allrounder,743.0,34.0,598.0,21.85,124.25,finisher,6.0,13.0,132.0,0.462,8.91,middle_overs_bowler
Parvez Ahmed,Mizoram,2022.0,22.55,46.81,34.68,False,False,pure_bowler,75.0,14.0,127.0,5.36,59.06,tailender,1.0,9.0,108.0,0.111,10.06,middle_overs_bowler
Parvez Aziz,Assam,2019.0,48.16,0.0,24.08,False,False,pure_batter,59.0,3.0,66.0,19.67,89.39,middle_order,,,,,,
Parvez Rasool,Jammu & Kashmir,2021.0,55.38,84.64,70.01,False,True,bowling_allrounder,362.0,20.0,305.0,18.1,118.69,middle_order,29.0,26.0,612.0,1.115,6.71,middle_overs_bowler
Parvez Sultan,Tripura,2023.0,0.0,76.03,38.02,False,False,pure_bowler,,,,,,,4.0,5.0,84.0,0.8,7.43,middle_overs_bowler
Pavan Deshpande,Karnataka,2021.0,61.96,51.35,56.66,False,False,utility_player,297.0,12.0,227.0,24.75,130.84,middle_order,2.0,7.0,66.0,0.286,9.91,middle_overs_bowler
Pinninit Tapaswi,Andhra,2021.0,48.07,77.89,62.98,False,False,pure_bowler,8.0,2.0,6.0,4.0,133.33,middle_order,3.0,3.0,60.0,1.0,8.4,death_bowler
Piyush Joshi,Uttarakhand,2022.0,47.25,0.0,23.62,False,False,pure_batter,88.0,6.0,83.0,14.67,106.02,anchor_opener,,,,,,
Piyush Singh,Bihar,2022.0,30.42,0.0,15.21,False,False,pure_batter,50.0,5.0,65.0,10.0,76.92,anchor_opener,,,,,,
Piyush Tanwar,Gujarat,2018.0,52.59,0.0,26.3,False,False,pure_batter,110.0,5.0,99.0,22.0,111.11,middle_order,,,,,,
Ponnan Rahul,Kerala,2019.0,34.01,0.0,17.0,False,False,pure_batter,11.0,2.0,12.0,5.5,91.67,middle_order,,,,,,
Prabesh Gurung,Sikkim,2019.0,10.07,59.95,35.01,False,False,pure_bowler,3.0,2.0,11.0,1.5,27.27,tailender,1.0,2.0,12.0,0.5,9.5,part_time_bowler
Prabin Luha,Odisha,2019.0,5.35,0.0,2.68,False,False,pure_batter,1.0,1.0,7.0,1.0,14.29,tailender,,,,,,
Pradeep Chamoli,Uttarakhand,2019.0,35.35,65.56,50.46,False,False,pure_bowler,2.0,2.0,2.0,1.0,100.0,tailender,2.0,3.0,58.0,0.667,10.66,part_time_bowler
Pradeep Dadhe,Maharashtra,2020.0,0.0,74.94,37.47,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,4.0,5.0,77.0,0.8,8.65,powerplay_bowler
Pradipta Pramanik,Bengal,2024.0,47.48,90.46,68.97,False,False,pure_bowler,56.0,6.0,50.0,9.33,112.0,tailender,12.0,10.0,162.0,1.2,6.59,middle_overs_bowler
Pragnay Reddy,Hyderabad (India),2022.0,28.92,0.0,14.46,False,False,pure_batter,42.0,8.0,63.0,5.25,66.67,anchor_opener,,,,,,
Prakash Seet,Jharkhand,2015.0,0.0,96.09,48.04,False,False,pure_bowler,,,,,,,7.0,5.0,114.0,1.4,7.53,death_bowler
Pramod Chandila,Bengal,2019.0,50.45,57.31,53.88,False,False,pure_batter,206.0,13.0,179.0,15.85,115.08,middle_order,1.0,2.0,30.0,0.5,8.8,part_time_bowler
Pranav Gupta,Jammu & Kashmir,2017.0,27.96,0.0,13.98,False,False,pure_batter,22.0,1.0,38.0,22.0,57.89,middle_order,,,,,,
Pranshu Vijayran,Delhi,2022.0,54.88,63.51,59.2,False,False,pure_bowler,42.0,5.0,32.0,8.4,131.25,middle_order,6.0,12.0,186.0,0.5,8.16,middle_overs_bowler
Prashant Awasthi,Railways,2018.0,47.33,61.81,54.57,False,False,pure_bowler,67.0,6.0,54.0,11.17,124.07,middle_order,3.0,6.0,90.0,0.5,6.6,middle_overs_bowler
Prashant Gupta,Uttar Pradesh,2018.0,81.19,0.0,40.6,False,False,pure_batter,408.0,11.0,327.0,37.09,124.77,aggressive_opener,,,,,,
Prashant Singh,Bihar,2018.0,37.04,68.18,52.61,False,False,pure_bowler,41.0,5.0,42.0,8.2,97.62,tailender,3.0,5.0,80.0,0.6,7.8,powerplay_bowler
Prashanth Kumar,Andhra,2020.0,45.81,56.85,51.33,False,False,pure_batter,281.0,19.0,274.0,14.79,102.55,finisher,1.0,4.0,36.0,0.25,7.5,part_time_bowler
Pratap Singh,Bengal,2015.0,0.0,136.7,68.35,False,False,pure_bowler,,,,,,,5.0,2.0,48.0,2.5,5.62,part_time_bowler
Prateek Jain,Karnataka,2021.0,0.0,51.53,25.76,False,False,pure_bowler,,,,,,,1.0,4.0,84.0,0.25,9.43,death_bowler
Pratham Singh,Railways,2023.0,65.59,0.0,32.8,False,False,pure_batter,877.0,32.0,686.0,27.41,127.84,anchor_opener,,,,,,
Prathamesh Dake,Mumbai,2020.0,0.0,150.12,75.06,False,False,pure_bowler,,,,,,,3.0,1.0,18.0,3.0,8.0,part_time_bowler
Prathamesh Gawas,Goa,2019.0,45.5,0.0,22.75,False,False,pure_batter,5.0,1.0,4.0,5.0,125.0,anchor_opener,,,,,,
Pratik Das,Odisha,2021.0,48.45,0.0,24.22,False,False,pure_batter,34.0,2.0,28.0,17.0,121.43,middle_order,,,,,,
Pratik Desai,Mizoram,2020.0,50.2,70.09,60.14,False,False,pure_bowler,66.0,4.0,52.0,16.5,126.92,aggressive_opener,3.0,4.0,82.0,0.75,8.71,powerplay_bowler
Pratik Salunke,Baroda,2018.0,52.83,0.0,26.42,False,False,pure_batter,13.0,2.0,9.0,6.5,144.44,middle_order,,,,,,
Pratik Sargade,Puducherry,2018.0,0.0,70.94,35.47,False,False,pure_bowler,0.0,2.0,1.0,0.0,0.0,tailender,4.0,6.0,132.0,0.667,6.14,powerplay_bowler
Pratyush Singh,Tripura,2021.0,23.15,51.14,37.14,False,False,utility_player,53.0,14.0,85.0,3.79,62.35,middle_order,2.0,8.0,91.0,0.25,7.78,middle_overs_bowler
Praveen Deshetti,Railways,2015.0,40.6,0.0,20.3,False,False,pure_batter,48.0,3.0,48.0,16.0,100.0,anchor_opener,,,,,,
Prayas Singh,Odisha,2021.0,33.98,70.82,52.4,False,False,pure_bowler,47.0,7.0,52.0,6.71,90.38,middle_order,5.0,7.0,84.0,0.714,7.0,middle_overs_bowler
Premraj Rajavelu,Puducherry,2021.0,16.73,0.0,8.36,False,False,pure_batter,11.0,2.0,26.0,5.5,42.31,middle_order,,,,,,
Prince Yadav,Delhi,2024.0,0.0,98.25,49.12,False,False,pure_bowler,,,,,,,3.0,2.0,42.0,1.5,9.43,part_time_bowler
Pritam Das,Assam,2021.0,29.65,76.63,53.14,False,False,pure_bowler,19.0,9.0,23.0,2.11,82.61,tailender,19.0,21.0,420.0,0.905,8.3,death_bowler
Pritam Debnath,Assam,2017.0,15.53,0.0,7.76,False,False,pure_batter,3.0,2.0,7.0,1.5,42.86,anchor_opener,,,,,,
Pritam Nirala,Sikkim,2019.0,13.43,74.92,44.18,False,False,pure_bowler,8.0,4.0,22.0,2.0,36.36,tailender,3.0,4.0,72.0,0.75,7.83,powerplay_bowler
Priyank Panchal,Gujarat,2023.0,66.19,45.0,55.6,False,False,pure_batter,968.0,36.0,751.0,26.89,128.89,aggressive_opener,0.0,3.0,24.0,0.0,5.75,part_time_bowler
Priyansh Arya,Delhi,2024.0,75.79,0.0,37.9,False,False,pure_batter,266.0,8.0,176.0,33.25,151.14,aggressive_opener,,,,,,
Priyesh Patel,Gujarat,2022.0,49.1,0.0,24.55,False,False,pure_batter,59.0,4.0,47.0,14.75,125.53,middle_order,,,,,,
Pukhraj Mann,Punjab,2022.0,55.65,0.0,27.82,False,False,pure_batter,18.0,2.0,12.0,9.0,150.0,middle_order,,,,,,
Pulkit Narang,Services,2019.0,38.06,79.35,58.7,False,False,pure_bowler,15.0,1.0,16.0,15.0,93.75,tailender,6.0,6.0,124.0,1.0,8.81,middle_overs_bowler
Puneet Datey,Madhya Pradesh,2022.0,53.97,80.39,67.18,False,False,pure_bowler,21.0,5.0,14.0,4.2,150.0,tailender,14.0,15.0,312.0,0.933,7.29,death_bowler
Puneet Kumar,Jammu & Kashmir,2020.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,1.0,0.0,0.0,middle_order,,,,,,
Puneet Malik,Bihar,2018.0,80.05,0.0,40.02,False,False,pure_batter,33.0,1.0,30.0,33.0,110.0,middle_order,,,,,,
Punit Bisht,Meghalaya,2021.0,71.91,48.1,60.0,False,False,pure_batter,487.0,20.0,305.0,24.35,159.67,top_order_aggressor,0.0,1.0,6.0,0.0,11.0,part_time_bowler
Qamran Iqbal,Jammu & Kashmir,2023.0,57.66,0.0,28.83,False,False,pure_batter,201.0,8.0,187.0,25.12,107.49,anchor_opener,,,,,,
R Ahir,Saurashtra,2024.0,42.39,0.0,21.2,False,False,pure_batter,10.0,1.0,9.0,10.0,111.11,tailender,,,,,,
R Ashwin,Tamil Nadu,2019.0,43.36,92.06,67.71,False,False,pure_bowler,54.0,6.0,47.0,9.0,114.89,tailender,9.0,7.0,168.0,1.286,7.32,death_bowler
R Bhatia,Uttarakhand,2018.0,50.15,79.86,65.0,False,True,bowling_allrounder,200.0,10.0,205.0,20.0,97.56,anchor_opener,9.0,9.0,204.0,1.0,6.53,middle_overs_bowler
R Bishnoi,Rajasthan,2020.0,51.53,0.0,25.76,False,False,pure_batter,326.0,22.0,270.0,14.82,120.74,middle_order,,,,,,
R Dhawan,Himachal,2022.0,56.47,88.06,72.26,True,True,batting_allrounder,413.0,25.0,315.0,16.52,131.11,finisher,34.0,29.0,555.0,1.172,7.64,death_bowler
R Parag,Assam,2023.0,76.83,75.44,76.13,True,True,batting_allrounder,874.0,26.0,611.0,33.62,143.04,top_order_anchor,23.0,28.0,544.0,0.821,6.67,middle_overs_bowler
R Pratap Singh,Bihar,2022.0,106.05,80.13,93.09,False,False,pure_bowler,3.0,1.0,1.0,3.0,300.0,middle_order,1.0,1.0,18.0,1.0,8.0,part_time_bowler
R Ralte,Mizoram,2023.0,35.35,72.98,54.17,False,False,pure_bowler,1.0,1.0,1.0,1.0,100.0,tailender,1.0,1.0,12.0,1.0,15.5,part_time_bowler
R Rohit,Tamil Nadu,2018.0,60.08,56.41,58.24,False,False,pure_bowler,5.0,1.0,3.0,5.0,166.67,tailender,1.0,3.0,49.0,0.333,9.8,part_time_bowler
R Sai Kishore,Tamil Nadu,2023.0,31.47,88.88,60.18,False,False,pure_bowler,26.0,8.0,30.0,3.25,86.67,tailender,44.0,39.0,843.0,1.128,5.56,powerplay_bowler
R Sanjay Yadav,Meghalaya,2023.0,59.59,76.45,68.02,True,True,batting_allrounder,483.0,23.0,392.0,21.0,123.21,middle_order,17.0,20.0,414.0,0.85,6.93,middle_overs_bowler
R Sathish,Tamil Nadu,2015.0,81.28,85.6,83.44,False,False,pure_bowler,20.0,2.0,9.0,10.0,222.22,middle_order,4.0,4.0,84.0,1.0,5.5,powerplay_bowler
R Shukla,Jharkhand,2019.0,36.26,83.69,59.97,False,False,pure_bowler,18.0,5.0,18.0,3.6,100.0,tailender,22.0,20.0,384.0,1.1,9.02,death_bowler
R Tewatia,Haryana,2023.0,72.4,68.52,70.46,True,True,batting_allrounder,593.0,29.0,371.0,20.45,159.84,finisher,17.0,26.0,381.0,0.654,7.24,middle_overs_bowler
R Vinay Kumar,Karnataka,2019.0,52.54,90.27,71.4,False,True,bowling_allrounder,261.0,18.0,207.0,14.5,126.09,tailender,34.0,28.0,608.0,1.214,6.99,death_bowler
RA Bawa,Chandigarh,2024.0,97.2,118.75,107.98,False,False,pure_bowler,32.0,1.0,20.0,32.0,160.0,middle_order,2.0,1.0,24.0,2.0,6.75,part_time_bowler
RA Patil,Karnataka,2022.0,18.2,0.0,9.1,False,False,pure_batter,2.0,1.0,4.0,2.0,50.0,anchor_opener,,,,,,
RA Sharma,Railways,2023.0,0.0,83.7,41.85,False,False,pure_bowler,,,,,,,1.0,1.0,18.0,1.0,6.0,part_time_bowler
RA Tripathi,Maharashtra,2023.0,62.27,59.83,61.05,False,False,utility_player,721.0,29.0,570.0,24.86,126.49,aggressive_opener,4.0,9.0,108.0,0.444,7.78,middle_overs_bowler
RB Bishnoi Jr,Arunachal Pradesh,2023.0,19.9,87.16,53.53,False,False,pure_bowler,23.0,5.0,44.0,4.6,52.27,tailender,6.0,5.0,114.0,1.2,6.84,middle_overs_bowler
RD Banik,Tripura,2015.0,26.31,58.12,42.22,False,False,pure_bowler,45.0,5.0,68.0,9.0,66.18,middle_order,1.0,2.0,18.0,0.5,12.33,part_time_bowler
RD Chahar,Rajasthan,2022.0,28.56,95.03,61.8,False,False,pure_bowler,32.0,9.0,41.0,3.56,78.05,tailender,26.0,19.0,415.0,1.368,6.68,middle_overs_bowler
RD Gaikwad,Maharashtra,2021.0,74.34,0.0,37.17,False,False,pure_batter,1132.0,34.0,816.0,33.29,138.73,aggressive_opener,,,,,,
RD Hynniewta,Meghalaya,2023.0,0.0,45.72,22.86,False,False,unknown,,,,,,,0.0,1.0,12.0,0.0,6.5,part_time_bowler
RG Hazarika,Assam,2022.0,59.04,0.0,29.52,False,False,pure_batter,72.0,3.0,62.0,24.0,116.13,aggressive_opener,,,,,,
RG More,Karnataka,2020.0,32.26,87.05,59.66,False,False,pure_bowler,14.0,3.0,16.0,4.67,87.5,tailender,14.0,12.0,246.0,1.167,9.12,powerplay_bowler
RH Bhatt,Gujarat,2017.0,45.36,57.49,51.42,False,False,utility_player,116.0,10.0,106.0,11.6,109.43,middle_order,3.0,7.0,101.0,0.429,7.43,middle_overs_bowler
RH Motwani,Maharashtra,2018.0,56.61,0.0,28.3,False,False,pure_batter,70.0,4.0,57.0,17.5,122.81,middle_order,,,,,,
RI Thakur,Himachal,2020.0,50.09,0.0,25.04,False,False,pure_batter,85.0,5.0,78.0,17.0,108.97,anchor_opener,,,,,,
RJ Balhara,Haryana,2019.0,0.0,51.18,25.59,False,False,unknown,,,,,,,0.0,1.0,12.0,0.0,8.5,part_time_bowler
RK Bhui,Andhra,2023.0,80.59,43.02,61.81,False,False,pure_batter,926.0,28.0,600.0,33.07,154.33,top_order_anchor,0.0,1.0,18.0,0.0,6.33,part_time_bowler
RK Singh,Uttar Pradesh,2024.0,76.11,78.88,77.5,False,False,pure_batter,910.0,35.0,570.0,26.0,159.65,finisher,2.0,2.0,30.0,1.0,7.0,part_time_bowler
RL Jangid,Vidarbha,2018.0,46.44,71.16,58.8,False,True,bowling_allrounder,235.0,19.0,203.0,12.37,115.76,middle_order,15.0,20.0,378.0,0.75,6.73,middle_overs_bowler
RM Dagar,Haryana,2015.0,27.95,41.78,34.86,False,False,pure_batter,19.0,2.0,27.0,9.5,70.37,middle_order,0.0,1.0,6.0,0.0,6.0,part_time_bowler
RM Patidar,Madhya Pradesh,2024.0,80.85,0.0,40.42,False,False,pure_batter,1132.0,33.0,742.0,34.3,152.56,top_order_anchor,,,,,,
RN Gurbani,Vidarbha,2019.0,19.37,75.45,47.41,False,False,pure_bowler,14.0,4.0,27.0,3.5,51.85,tailender,12.0,15.0,288.0,0.8,8.31,powerplay_bowler
RP Sharma,Haryana,2023.0,53.76,0.0,26.88,False,False,pure_batter,309.0,21.0,244.0,14.71,126.64,finisher,,,,,,
RP Singh,Gujarat,2015.0,11.84,102.05,56.94,False,False,pure_bowler,1.0,2.0,3.0,0.5,33.33,tailender,14.0,9.0,216.0,1.556,6.47,powerplay_bowler
RR Biswa,Meghalaya,2019.0,37.57,67.14,52.36,False,True,bowling_allrounder,167.0,13.0,190.0,12.85,87.89,anchor_opener,7.0,10.0,210.0,0.7,7.71,middle_overs_bowler
RR Pant,Delhi,2019.0,106.68,0.0,53.34,False,False,pure_batter,443.0,8.0,254.0,55.38,174.41,aggressive_opener,,,,,,
RR Raje,Mumbai,2015.0,8.93,108.72,58.82,False,False,pure_bowler,1.0,2.0,4.0,0.5,25.0,tailender,7.0,4.0,84.0,1.75,8.14,death_bowler
RR Rathod,Vidarbha,2020.0,60.7,48.1,54.4,False,False,pure_batter,213.0,11.0,163.0,19.36,130.67,finisher,0.0,1.0,6.0,0.0,11.0,part_time_bowler
RR Singh,Goa,2015.0,49.32,66.99,58.16,False,False,pure_bowler,57.0,4.0,45.0,14.25,126.67,middle_order,3.0,6.0,140.0,0.5,6.64,powerplay_bowler
RR Taylor,Gujarat,2015.0,85.93,0.0,42.96,False,False,pure_batter,44.0,1.0,38.0,44.0,115.79,middle_order,,,,,,
RS Hangargekar,Maharashtra,2020.0,31.05,44.78,37.92,False,False,pure_batter,6.0,2.0,7.0,3.0,85.71,tailender,0.0,2.0,42.0,0.0,8.86,part_time_bowler
RS Jaganath Sinivas,Nagaland,2023.0,80.7,116.65,98.68,False,False,pure_bowler,31.0,2.0,18.0,15.5,172.22,middle_order,4.0,2.0,48.0,2.0,8.12,part_time_bowler
RS Khaira,Bengal,2023.0,21.4,0.0,10.7,False,False,pure_batter,4.0,1.0,7.0,4.0,57.14,middle_order,,,,,,
RT Arothe,Baroda,2019.0,22.7,78.36,50.53,False,False,pure_bowler,12.0,7.0,19.0,1.71,63.16,tailender,28.0,29.0,525.0,0.966,8.24,death_bowler
RV Gomez,Kerala,2018.0,54.51,71.39,62.95,False,False,utility_player,124.0,10.0,92.0,12.4,134.78,finisher,5.0,7.0,96.0,0.714,6.81,middle_overs_bowler
RV Patel,Gujarat,2023.0,63.5,39.78,51.64,False,False,pure_batter,295.0,17.0,198.0,17.35,148.99,finisher,0.0,3.0,18.0,0.0,11.0,part_time_bowler
RV Uthappa,Kerala,2021.0,64.45,0.0,32.22,False,False,pure_batter,766.0,29.0,584.0,26.41,131.16,aggressive_opener,,,,,,
Rachit Bhatia,Nagaland,2018.0,7.35,81.26,44.3,False,False,pure_bowler,1.0,1.0,5.0,1.0,20.0,tailender,2.0,2.0,36.0,1.0,8.67,part_time_bowler
Raghav Dhawan,Himachal,2021.0,75.75,43.05,59.4,False,False,pure_batter,123.0,3.0,104.0,41.0,118.27,anchor_opener,0.0,1.0,12.0,0.0,8.0,part_time_bowler
Raghu Sharma,Puducherry,2021.0,0.0,79.34,39.67,False,False,pure_bowler,0.0,1.0,2.0,0.0,0.0,tailender,3.0,3.0,66.0,1.0,8.09,middle_overs_bowler
Ragupathy Silambarasan,Tamil Nadu,2021.0,0.0,42.29,21.14,False,False,unknown,,,,,,,0.0,1.0,22.0,0.0,8.45,part_time_bowler
Rahil Sambyal,Jammu & Kashmir,2015.0,0.0,116.12,58.06,False,False,pure_bowler,,,,,,,2.0,1.0,24.0,2.0,10.75,part_time_bowler
Rahil Shah,Tripura,2021.0,35.7,83.17,59.44,False,False,pure_bowler,4.0,2.0,4.0,2.0,100.0,tailender,18.0,18.0,361.0,1.0,6.08,middle_overs_bowler
Rahul Batham,Madhya Pradesh,2024.0,57.4,66.58,61.99,False,False,pure_bowler,53.0,3.0,45.0,17.67,117.78,tailender,4.0,6.0,114.0,0.667,7.79,middle_overs_bowler
Rahul Buddhi,Hyderabad (India),2023.0,53.64,47.7,50.67,False,False,pure_batter,237.0,15.0,188.0,15.8,126.06,finisher,0.0,1.0,2.0,0.0,12.0,part_time_bowler
Rahul Dalal,Arunachal Pradesh,2020.0,62.97,0.0,31.48,False,False,pure_batter,294.0,11.0,241.0,26.73,121.99,top_order_anchor,,,,,,
Rahul Khajan Singh,Services,2021.0,29.92,72.95,51.44,False,False,pure_bowler,19.0,3.0,24.0,6.33,79.17,tailender,6.0,7.0,162.0,0.857,7.67,middle_overs_bowler
Rahul Kumar,Bihar,2020.0,27.3,53.56,40.43,False,False,pure_batter,3.0,1.0,4.0,3.0,75.0,tailender,0.0,2.0,30.0,0.0,7.8,part_time_bowler
Rahul Sharma,Nagaland,2018.0,0.0,48.7,24.35,False,False,unknown,,,,,,,0.0,1.0,12.0,0.0,9.5,part_time_bowler
Rahul Singh,Services,2023.0,71.64,50.38,61.01,False,False,pure_batter,613.0,24.0,407.0,25.54,150.61,top_order_anchor,1.0,5.0,96.0,0.2,7.81,middle_overs_bowler
Rajan Kumar,Uttarakhand,2022.0,0.0,103.18,51.59,False,False,pure_bowler,,,,,,,6.0,4.0,90.0,1.5,5.93,powerplay_bowler
Rajashekhar Harikant,Goa,2019.0,35.85,0.0,17.92,False,False,pure_batter,75.0,10.0,79.0,7.5,94.94,anchor_opener,,,,,,
Rajat Dey,Tripura,2023.0,65.97,56.41,61.19,False,False,pure_batter,488.0,21.0,357.0,23.24,136.69,finisher,1.0,2.0,18.0,0.5,9.67,part_time_bowler
Rajat Paliwal,Services,2021.0,52.08,61.63,56.86,False,True,bowling_allrounder,521.0,27.0,446.0,19.3,116.82,middle_order,5.0,10.0,132.0,0.5,7.18,middle_overs_bowler
Rajdeep Das,Assam,2017.0,15.53,0.0,7.76,False,False,pure_batter,3.0,2.0,7.0,1.5,42.86,anchor_opener,,,,,,
Rajendran Vivek,Tamil Nadu,2018.0,56.98,0.0,28.49,False,False,pure_batter,65.0,5.0,49.0,13.0,132.65,finisher,,,,,,
Rajesh Dhuper,Odisha,2021.0,49.37,0.0,24.68,False,False,pure_batter,392.0,19.0,383.0,20.63,102.35,anchor_opener,,,,,,
Rajesh Mohanty,Odisha,2020.0,42.74,71.38,57.06,False,False,pure_bowler,69.0,7.0,69.0,9.86,100.0,tailender,8.0,12.0,195.0,0.667,7.48,powerplay_bowler
Rajesh Singh,Bihar,2019.0,63.74,56.85,60.3,False,False,utility_player,106.0,6.0,78.0,17.67,135.9,middle_order,2.0,5.0,66.0,0.4,9.0,powerplay_bowler
Rajesh Tati,Meghalaya,2019.0,17.76,0.0,8.88,False,False,pure_batter,7.0,1.0,16.0,7.0,43.75,anchor_opener,,,,,,
Rajiv Darjee,Sikkim,2020.0,16.95,50.25,33.6,False,False,pure_bowler,4.0,1.0,9.0,4.0,44.44,tailender,1.0,4.0,54.0,0.25,9.0,part_time_bowler
Rajjakuddin Ahmed,Assam,2022.0,63.36,68.14,65.75,False,True,bowling_allrounder,342.0,25.0,233.0,13.68,146.78,tailender,17.0,25.0,348.0,0.68,8.34,middle_overs_bowler
Rakesh Kumar,Arunachal Pradesh,2020.0,0.0,62.27,31.14,False,False,pure_bowler,0.0,2.0,5.0,0.0,0.0,tailender,2.0,4.0,83.0,0.5,6.14,middle_overs_bowler
Rakesh Thakur,Madhya Pradesh,2023.0,38.36,0.0,19.18,False,False,pure_batter,86.0,9.0,95.0,9.56,90.53,middle_order,,,,,,
Rakshan Readdi,Hyderabad (India),2022.0,14.35,80.89,47.62,False,False,pure_bowler,2.0,2.0,5.0,1.0,40.0,tailender,9.0,9.0,188.0,1.0,8.52,powerplay_bowler
Ram Dayal,Jammu & Kashmir,2020.0,22.94,74.17,48.56,False,False,pure_bowler,28.0,6.0,46.0,4.67,60.87,tailender,11.0,14.0,270.0,0.786,7.91,powerplay_bowler
Ram Gurung,Meghalaya,2023.0,31.54,57.8,44.67,False,False,pure_bowler,11.0,2.0,13.0,5.5,84.62,tailender,1.0,3.0,54.0,0.333,5.44,part_time_bowler
Ramachandran Ragupathy,Puducherry,2022.0,61.86,0.0,30.93,False,False,pure_batter,118.0,5.0,116.0,23.6,101.72,anchor_opener,,,,,,
Ramandeep Singh,Punjab,2023.0,57.84,68.56,63.2,False,True,bowling_allrounder,169.0,15.0,114.0,11.27,148.25,finisher,7.0,10.0,114.0,0.7,8.47,middle_overs_bowler
Rana Dutta,Tripura,2022.0,37.0,73.12,55.06,False,False,pure_bowler,76.0,8.0,79.0,9.5,96.2,tailender,12.0,16.0,303.0,0.75,7.39,powerplay_bowler
Ranjeet Mali,Railways,2015.0,8.93,119.39,64.16,False,False,pure_bowler,1.0,2.0,4.0,0.5,25.0,tailender,10.0,5.0,98.0,2.0,7.16,death_bowler
Ranjeet Nikam,Maharashtra,2021.0,37.58,0.0,18.79,False,False,pure_batter,55.0,6.0,56.0,9.17,98.21,middle_order,,,,,,
Rasikh Salam,Jammu & Kashmir,2023.0,19.3,82.25,50.78,False,False,pure_bowler,11.0,4.0,21.0,2.75,52.38,tailender,9.0,9.0,202.0,1.0,7.87,death_bowler
Raushan Raj,Services,2015.0,37.68,118.55,78.11,False,False,pure_bowler,23.0,3.0,23.0,7.67,100.0,tailender,10.0,5.0,120.0,2.0,6.75,death_bowler
Ravi Bishnoi,Rajasthan,2021.0,32.55,101.74,67.14,False,False,pure_bowler,31.0,7.0,35.0,4.43,88.57,tailender,29.0,19.0,438.0,1.526,5.85,middle_overs_bowler
Ravi Chauhan,Services,2021.0,66.22,0.0,33.11,False,False,pure_batter,739.0,23.0,617.0,32.13,119.77,aggressive_opener,,,,,,
Ravi Kiran,Hyderabad (India),2022.0,13.38,82.5,47.94,False,False,pure_bowler,7.0,5.0,19.0,1.4,36.84,tailender,20.0,19.0,411.0,1.053,7.75,death_bowler
Ravi Teja,Hyderabad (India),2022.0,47.63,94.54,71.09,False,True,bowling_allrounder,155.0,16.0,128.0,9.69,121.09,tailender,28.0,20.0,413.0,1.4,7.64,middle_overs_bowler
Ravikant Singh,Bengal,2019.0,0.0,111.08,55.54,False,False,pure_bowler,,,,,,,2.0,1.0,24.0,2.0,7.75,part_time_bowler
